

0,41264077.0
10,41264077.0
20,41264077.0
30,44513077.0
40,45966077.0
50,47172077.0
60,47547077.0
70,48535777.0
80,48535877.0
90,48981077.0
100,49849077.0
110,50628077.0
120,51111077.0
130,51634077.0
140,52799077.0
150,53198077.0
160,53606077.0
170,53978077.0
180,54284077.0
190,54553077.0
200,54553077.0
210,54793077.0
220,55097077.0
230,55158077.0
240,55439077.0
250,55542077.0
260,55828077.0
270,55928077.0
280,56251077.0
290,56386077.0
300,56386077.0
310,56386077.0
320,56386077.0
330,56622077.0
340,56622077.0
350,56819077.0
360,56819077.0
370,56885077.0
380,56964077.0
390,57029077.0
400,57029077.0
410,57029077.0
420,57149077.0
430,57149077.0
440,57168077.0
450,57168077.0
460,57168077.0
470,57231077.0
480,57331077.0
490,57407077.0
500,57440077.0
510,57440077.0
520,57508077.0
530,57658077.0
540,57670077.0
550,57670077.0
560,57721077.0
570,57721077.0
580,57773077.0
590,57773077.0
600,57781077.0
610,57781077.0
620,57920077.0
630,57920077.0
640,57920077.0
650,57920077.0
660,57920077.0
670,57920077.0
680,58063077.0
690,58063077.0
700,58075077.0
710,58075077.0
720,58075077.0
730,58136077.0
740,58188077.0
750,58188077.0
760,58188077.0
770,58188077.0
780,58188077.0
790,58203077.0
800,58268077.0
810,58268077.0
820,58268077.0
830,58283077.0
840,58283077.0
850,58283077.0
860,58289077.0
870,58337077.0
880,58337077.0
890,58337077.0
900,58356077.0
910,58356077.0
920,58421077.0
930,58438077.0
940,58438077.0
950,58438077.0
960,58439077.0
970,58439077.0
980,58439077.0
990,58488077.0
1000,58488077.0
1010,58488077.0
1020,58488077.0
1030,58521077.0
1040,58526077.0
1050,58526077.0
1060,58557077.0
1070,58557077.0
1080,58557077.0
1090,58557077.0
1100,58558077.0
1110,58558077.0
1120,58558077.0
1130,58561077.0
1140,58561077.0
1150,58563077.0
1160,58564077.0
1170,58564077.0
1180,58573077.0
1190,58573077.0
1200,58573077.0
1210,58573077.0
1220,58573077.0
1230,58573077.0
1240,58573077.0
1250,58573077.0
1260,58573077.0
1270,58573077.0
1280,58573077.0
1290,58579077.0
1300,58579077.0
1310,58579077.0
1320,58579077.0
1330,58579077.0
1340,58579077.0
1350,58579077.0
1360,58582077.0
1370,58582077.0
1380,58588077.0
1390,58588077.0
1400,58588077.0
1410,58588077.0
1420,58588077.0
1430,58589077.0
1440,58589077.0
1450,58599077.0
1460,58600077.0
1470,58603077.0
1480,58603077.0
1490,58603077.0
1500,58603077.0
1510,58609077.0
1520,58622077.0
1530,58622077.0
1540,58624077.0
1550,58625077.0
1560,58625077.0
1570,58625077.0
1580,58625077.0
1590,58626077.0
1600,58626077.0
1610,58629077.0
1620,58629077.0
1630,58629077.0
1640,58629077.0
1650,58630077.0
1660,58630077.0
1670,58630077.0
1680,58630077.0
1690,58631077.0
1700,58631077.0
1710,58632077.0
1720,58637077.0
1730,58637077.0
1740,58637077.0
1750,58637077.0
1760,58637077.0
1770,58637077.0
1780,58637077.0
1790,58637077.0
1800,58637077.0
1810,58637077.0
1820,58637077.0
1830,58637077.0
1840,58637077.0
1850,58637077.0
1860,58637077.0
1870,58637077.0
1880,58641077.0
1890,58641077.0
1900,58643077.0
1910,58643077.0
1920,58643077.0
1930,58643077.0
1940,58643077.0
1948.8614218235016,58647077.0
